EX,ID,LIST
"An Active Directory replica source naming context was modified. Destination DRA: CN=NTDS Settings,CN=WIN-R9H529RIO4Y,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local Source DRA: - Source Address: 657aa2e2-f523-48ab-b573-e32d1d27fdd0 Naming Context: DC=acme,DC=com Options: 0 Status Code: 0  ",4930,"['An Active Directory replica source naming context was modified.', 'Destination DRA: CN=NTDS Settings,CN=WIN-R9H529RIO4Y,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local', 'Source DRA: -', 'Source Address: 657aa2e2-f523-48ab-b573-e32d1d27fdd0', 'Naming Context: DC=acme,DC=com', 'Options: 0', 'Status Code: 0']"
"An Active Directory replica destination naming context was modified Destination DRA: 657aa2e2-f523-48ab-b573-e32d1d27fdd0._msdcs.acme-fr.local Source DRA: CN=NTDS Settings,CN=WIN-857ZZX6RQHL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local Destination Address: - Naming Context: DC=ForestDnsZones,DC=acme-fr,DC=local Options: 23 Status Code: 0  ",4931,"['An Active Directory replica destination naming context was modified', 'Destination DRA: 657aa2e2-f523-48ab-b573-e32d1d27fdd0._msdcs.acme-fr.local', 'Source DRA: CN=NTDS Settings,CN=WIN-857ZZX6RQHL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local', 'Destination Address: -', 'Naming Context: DC=ForestDnsZones,DC=acme-fr,DC=local', 'Options: 23', 'Status Code: 0']"
"Synchronization of a replica of an Active Directory naming context has begun. Destination DRA: CN=NTDS Settings,CN=WIN-857ZZX6RQHL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local Source DRA: CN=NTDS Settings,CN=WIN-R9H529RIO4Y,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local Naming Context: CN=Configuration,DC=acme-fr,DC=local Options: 85 Session ID: 41 Start USN: 12838  ",4932,"['Synchronization of a replica of an Active Directory naming context has begun.', 'Destination DRA: CN=NTDS Settings,CN=WIN-857ZZX6RQHL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local', 'Source DRA: CN=NTDS Settings,CN=WIN-R9H529RIO4Y,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local', 'Naming Context: CN=Configuration,DC=acme-fr,DC=local', 'Options: 85', 'Session ID: 41', 'Start USN: 12838']"
"Synchronization of a replica of an Active Directory naming context has ended. Destination DRA: CN=NTDS Settings,CN=WIN-857ZZX6RQHL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local Source DRA: CN=NTDS Settings,CN=WIN-R9H529RIO4Y,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local Naming Context: CN=Configuration,DC=acme-fr,DC=local Options: 85 Session ID: 41 End USN: 12842 Status Code: 0  ",4933,"['Synchronization of a replica of an Active Directory naming context has ended.', 'Destination DRA: CN=NTDS Settings,CN=WIN-857ZZX6RQHL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local', 'Source DRA: CN=NTDS Settings,CN=WIN-R9H529RIO4Y,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=acme-fr,DC=local', 'Naming Context: CN=Configuration,DC=acme-fr,DC=local', 'Options: 85', 'Session ID: 41', 'End USN: 12842', 'Status Code: 0']"
,4934,['']
Replication failure begins. Replication Event: 1 Audit Status Code: 8419  ,4935,"['Replication failure begins.', 'Replication Event: 1', 'Audit Status Code: 8419']"
Replication failure ends. Replication Event: %1 Audit Status Code: %2 Replication Status Code: %3  ,4936,"['Replication failure ends.', 'Replication Event: %1', 'Audit Status Code: %2', 'Replication Status Code: %3']"
A lingering object was removed from a replica. Destination DRA: %1 Source DRA: %2 Object: %3 Options: %4 Status Code: %5  ,4937,"['A lingering object was removed from a replica.', 'Destination DRA: %1', 'Source DRA: %2', 'Object: %3', 'Options: %4', 'Status Code: %5']"
The following policy was active when the Windows Firewall started. Group Policy Applied: No Profile Used: Public Operational mode: On Allow Remote Administration: Disabled Allow Unicast Responses to Multicast/Broadcast Traffic: Enabled Security Logging:  Log Dropped Packets: Disabled Log Successful Connections: Disabled  ,4944,"['The following policy was active when the Windows Firewall started.', 'Group Policy Applied: No', 'Profile Used: Public', 'Operational mode: On', 'Allow Remote Administration: Disabled', 'Allow Unicast Responses to Multicast/Broadcast Traffic: Enabled', 'Security Logging:', ' Log Dropped Packets: Disabled', 'Log Successful Connections: Disabled']"
A rule was listed when the Windows Firewall started. Profile used: Public Rule:  Rule ID: DNSSrv-UDP-Out Rule Name: All Outgoing (UDP)  ,4945,"['A rule was listed when the Windows Firewall started.', 'Profile used: Public', 'Rule:', ' Rule ID: DNSSrv-UDP-Out', 'Rule Name: All Outgoing (UDP)']"
"A change has been made to Windows Firewall exception list. A rule was added. Profile Changed: All Added Rule: Rule ID: DNSSrv-UDP-Out Rule Name: @dns.exe,-1005 ",4946,"['A change has been made to Windows Firewall exception list. A rule was added.', 'Profile Changed: All', 'Added Rule:', 'Rule ID: DNSSrv-UDP-Out', 'Rule Name: @dns.exe,-1005']"
"A change has been made to Windows Firewall exception list. A rule was modified. Profile Changed: - Modified Rule:  Rule ID: WMI-RPCSS-In-TCP Rule Name: @FirewallAPI.dll,-34252 ",4947,"['A change has been made to Windows Firewall exception list. A rule was modified.', 'Profile Changed: -', 'Modified Rule:', ' Rule ID: WMI-RPCSS-In-TCP', 'Rule Name: @FirewallAPI.dll,-34252']"
"A change has been made to Windows Firewall exception list. A rule was deleted. Profile Changed: All Deleted Rule:  Rule ID: CoreNet-Teredo-In Rule Name: @FirewallAPI.dll,-25326 ",4948,"['A change has been made to Windows Firewall exception list. A rule was deleted.', 'Profile Changed: All', 'Deleted Rule:', ' Rule ID: CoreNet-Teredo-In', 'Rule Name: @FirewallAPI.dll,-25326']"
Windows Firewall settings were restored to the default values. ,4949,['Windows Firewall settings were restored to the default values.']
A Windows Firewall setting has changed. Profile That Was Changed: Domain New Setting:  Type: Disable Unicast Responses to Multicast Value: No  ,4950,"['A Windows Firewall setting has changed.', 'Profile That Was Changed: Domain', 'New Setting:', ' Type: Disable Unicast Responses to Multicast', 'Value: No']"
A rule has been ignored because its major version number was not recognized by Windows Firewall. Profile: %1 Ignored Rule:  ID: %2 Name: %3 ,4951,"['A rule has been ignored because its major version number was not recognized by Windows Firewall.', 'Profile: %1', 'Ignored Rule:', ' ID: %2', 'Name: %3']"
Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall. The other parts of the rule will be enforced. Profile: %1 Partially Ignored Rule: ID: %2 Name: %3  ,4952,"['Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall. The other parts of the rule will be enforced.', 'Profile: %1', 'Partially Ignored Rule:', 'ID: %2', 'Name: %3']"
A rule has been ignored by Windows Firewall because it could not parse the rule. Profile: %1 Reason for Rejection: %2 Rule:  ID: %3 Name: %4  ,4953,"['A rule has been ignored by Windows Firewall because it could not parse the rule.', 'Profile: %1', 'Reason for Rejection: %2', 'Rule:', ' ID: %3', 'Name: %4']"
Windows Firewall Group Policy settings has changed. The new settings have been applied.  ,4954,['Windows Firewall Group Policy settings has changed. The new settings have been applied.']
Windows Firewall has changed the active profile. New Active Profile: Domain ,4956,"['Windows Firewall has changed the active profile.', 'New Active Profile: Domain']"
Windows Firewall did not apply the following rule: Rule Information:  ID: CoreNet-Teredo-In Name: Core Networking - Teredo (UDP-In) Error Information:  Reason: Local Port resolved to an empty set. ,4957,"['Windows Firewall did not apply the following rule:', 'Rule Information:', ' ID: CoreNet-Teredo-In', 'Name: Core Networking - Teredo (UDP-In)', 'Error Information:', ' Reason: Local Port resolved to an empty set.']"
Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer: Rule Information:  ID: %1 Name: %2 Error Information:  Error: %3 Reason: %4  ,4958,"['Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer:', 'Rule Information:', ' ID: %1', 'Name: %2', 'Error Information:', ' Error: %3', 'Reason: %4']"
"IPsec dropped an inbound packet that failed an integrity check. If this problem persists, it could indicate a network issue or that packets are being modified in transit to this computer. Verify that the packets sent from the remote computer are the same as those received by this computer. This error might also indicate interoperability problems with other IPsec implementations. ",4960,"['IPsec dropped an inbound packet that failed an integrity check. If this problem persists', 'it could indicate a network issue or that packets are being modified in transit to this computer. Verify that the packets sent from the remote computer are the same as those received by this computer. This error might also indicate interoperability problems with other IPsec implementations.']"
"IPsec dropped an inbound packet that failed a replay check. If this problem persists, it could indicate a replay attack against this computer. Remote Network Address: %1 Inbound SA SPI: %2 ",4961,"['IPsec dropped an inbound packet that failed a replay check. If this problem persists', 'it could indicate a replay attack against this computer.', 'Remote Network Address: %1', 'Inbound SA SPI: %2']"
IPsec dropped an inbound packet that failed a replay check. The inbound packet had too low a sequence number to ensure it was not a replay. Remote Network Address: %1 Inbound SA SPI: %2 ,4962,"['IPsec dropped an inbound packet that failed a replay check. The inbound packet had too low a sequence number to ensure it was not a replay.', 'Remote Network Address: %1', 'Inbound SA SPI: %2']"
IPsec dropped an inbound clear text packet that should have been secured. This is usually due to the remote computer changing its IPsec policy without informing this computer. This could also be a spoofing attack attempt. Remote Network Address: %1 Inbound SA SPI: %2 ,4963,"['IPsec dropped an inbound clear text packet that should have been secured. This is usually due to the remote computer changing its IPsec policy without informing this computer. This could also be a spoofing attack attempt.', 'Remote Network Address: %1', 'Inbound SA SPI: %2']"
Special groups have been assigned to a new logon. Subject: Security ID: SYSTEM Account Name: DC08$ Account Domain: ACME Logon ID: 0x3e7 Logon GUID: {00000000-0000-0000-0000-000000000000} New Logon: Security ID: ACME\wsmith Account Name: wsmith Account Domain: ACME Logon ID: 0x110b51 Logon GUID: {3432a23c-bb03-007e-e951-eeacdf5b5606} Special Groups Assigned: ACME\WatchGroup ,4964,"['Special groups have been assigned to a new logon.', 'Subject:', 'Security ID: SYSTEM', 'Account Name: DC08$', 'Account Domain: ACME', 'Logon ID: 0x3e7', 'Logon GUID: {00000000-0000-0000-0000-000000000000}', 'New Logon:', 'Security ID: ACME\\\\\\\\\\\\\\\\wsmith', 'Account Name: wsmith', 'Account Domain: ACME', 'Logon ID: 0x110b51', 'Logon GUID: {3432a23c-bb03-007e-e951-eeacdf5b5606}', 'Special Groups Assigned: ACME\\\\\\\\\\\\\\\\WatchGroup']"
"IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI). This is usually caused by malfunctioning hardware that is corrupting packets. If these errors persist, verify that the packets sent from the remote computer are the same as those received by this computer. This error may also indicate interoperability problems with other IPsec implementations. In that case, if connectivity is not impeded, then these events can be ignored. Remote Network Address: %1 Inbound SA SPI: %2 ",4965,"['IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI). This is usually caused by malfunctioning hardware that is corrupting packets. If these errors persist', 'verify that the packets sent from the remote computer are the same as those received by this computer. This error may also indicate interoperability problems with other IPsec implementations. In that case', 'if connectivity is not impeded', 'then these events can be ignored.', 'Remote Network Address: %1', 'Inbound SA SPI: %2']"
"During Main Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay this negotiation. Local Network Address: %1 Remote Network Address: %2 Keying Module Name: %3 ",4976,"['During Main Mode negotiation', 'IPsec received an invalid negotiation packet. If this problem persists', 'it could indicate a network issue or an attempt to modify or replay this negotiation.', 'Local Network Address: %1', 'Remote Network Address: %2', 'Keying Module Name: %3']"
"During Quick Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay this negotiation. Local Network Address:  10.40.1.123 Remote Network Address: 10.40.1.101 Keying Module Name:  IKEv1  ",4977,"['During Quick Mode negotiation', 'IPsec received an invalid negotiation packet. If this problem persists', 'it could indicate a network issue or an attempt to modify or replay this negotiation.', 'Local Network Address:  10.40.1.123', 'Remote Network Address: 10.40.1.101', 'Keying Module Name:  IKEv1']"
"During Extended Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay this negotiation. Local Network Address: %1 Remote Network Address: %2 ",4978,"['During Extended Mode negotiation', 'IPsec received an invalid negotiation packet. If this problem persists', 'it could indicate a network issue or an attempt to modify or replay this negotiation.', 'Local Network Address: %1', 'Remote Network Address: %2']"
IPsec Main Mode and Extended Mode security associations were established. Main Mode Local Endpoint: Principal Name: %1 ,4979,"['IPsec Main Mode and Extended Mode security associations were established.', 'Main Mode Local Endpoint:', 'Principal Name: %1']"
IPsec Main Mode and Extended Mode security associations were established. Main Mode Local Endpoint: Principal Name:  %1 Network Address: %3 Keying Module Port: %4 Main Mode Remote Endpoint: Principal Name: %2 Network Address: %5 Keying Module Port: %6 Main Mode Cryptographic Information: Cipher Algorithm: %8 Integrity Algorithm: %9 Diffie-Hellman Group: %10 Main Mode Security Association: Lifetime (minutes): %11 Quick Mode Limit: %12 Main Mode SA ID: %16 Main Mode Additional Information: Keying Module Name: AuthIP Authentication Method: %7 Role:  %13 Impersonation State: %14 Main Mode Filter ID: %15 Extended Mode Local Endpoint: Principal Name: %17 Certificate SHA Thumbprint: %18 Certificate Issuing CA: %19 Certificate Root CA: %20 Extended Mode Remote Endpoint: Principal Name: %21 Certificate SHA Thumbprint: %22 Certificate Issuing CA: %23 Certificate Root CA: %24 Extended Mode Additional Information: Authentication Method: SSL Impersonation State: %25 Quick Mode Filter ID: %26 ,4980,"['IPsec Main Mode and Extended Mode security associations were established.', 'Main Mode Local Endpoint:', 'Principal Name:  %1', 'Network Address: %3', 'Keying Module Port: %4', 'Main Mode Remote Endpoint:', 'Principal Name: %2', 'Network Address: %5', 'Keying Module Port: %6', 'Main Mode Cryptographic Information:', 'Cipher Algorithm: %8', 'Integrity Algorithm: %9', 'Diffie-Hellman Group: %10', 'Main Mode Security Association:', 'Lifetime (minutes): %11', 'Quick Mode Limit: %12', 'Main Mode SA ID: %16', 'Main Mode Additional Information:', 'Keying Module Name: AuthIP', 'Authentication Method: %7', 'Role:  %13', 'Impersonation State: %14', 'Main Mode Filter ID: %15', 'Extended Mode Local Endpoint:', 'Principal Name: %17', 'Certificate SHA Thumbprint: %18', 'Certificate Issuing CA: %19', 'Certificate Root CA: %20', 'Extended Mode Remote Endpoint:', 'Principal Name: %21', 'Certificate SHA Thumbprint: %22', 'Certificate Issuing CA: %23', 'Certificate Root CA: %24', 'Extended Mode Additional Information:', 'Authentication Method: SSL', 'Impersonation State: %25', 'Quick Mode Filter ID: %26']"
IPsec Main Mode and Extended Mode security associations were established. Local Endpoint: Principal Name:  %1 Network Address: %9 Keying Module Port: %10 Local Certificate: SHA Thumbprint: %2 Issuing CA:  %3 Root CA:  %4 Remote Endpoint: Principal Name:  %5 Network Address: %11 Keying Module Port: %12 Remote Certificate: SHA Thumbprint: %6 Issuing CA:  %7 Root CA:  %8 Cryptographic Information: Cipher Algorithm: %13 Integrity Algorithm: %14 Diffie-Hellman Group: %15 Security Association Information: Lifetime (minutes): %16 Quick Mode Limit: %17 Main Mode SA ID: %21 Additional Information: Keying Module Name: AuthIP Authentication Method: SSL Role:  %18 Impersonation State: %19 Main Mode Filter ID: %20 Extended Mode Information: Local Principal Name: %22 Remote Principal Name: %23 Authentication Method: %24 Impersonation State: %25 Quick Mode Filter ID: %26  ,4981,"['IPsec Main Mode and Extended Mode security associations were established.', 'Local Endpoint:', 'Principal Name:  %1', 'Network Address: %9', 'Keying Module Port: %10', 'Local Certificate:', 'SHA Thumbprint: %2', 'Issuing CA:  %3', 'Root CA:  %4', 'Remote Endpoint:', 'Principal Name:  %5', 'Network Address: %11', 'Keying Module Port: %12', 'Remote Certificate:', 'SHA Thumbprint: %6', 'Issuing CA:  %7', 'Root CA:  %8', 'Cryptographic Information:', 'Cipher Algorithm: %13', 'Integrity Algorithm: %14', 'Diffie-Hellman Group: %15', 'Security Association Information:', 'Lifetime (minutes): %16', 'Quick Mode Limit: %17', 'Main Mode SA ID: %21', 'Additional Information:', 'Keying Module Name: AuthIP', 'Authentication Method: SSL', 'Role:  %18', 'Impersonation State: %19', 'Main Mode Filter ID: %20', 'Extended Mode Information:', 'Local Principal Name: %22', 'Remote Principal Name: %23', 'Authentication Method: %24', 'Impersonation State: %25', 'Quick Mode Filter ID: %26']"
IPsec Main Mode and Extended Mode security associations were established. Local Endpoint: Principal Name:  %1 Network Address:  Keying Module Port: %9 Local Certificate: SHA Thumbprint: %2 Issuing CA:  %3 Root CA:  %4 Remote Endpoint: Principal Name:  %5 Network Address: %11 Keying Module Port: %12 Remote Certificate: SHA Thumbprint: %6 Issuing CA:  %7 Root CA:  %8 Cryptographic Information: Cipher Algorithm: %12 Integrity Algorithm: %13 Diffie-Hellman Group: %14 Security Association Information: Lifetime (minutes): %15 Quick Mode Limit: %16 Main Mode SA ID: %20 Additional Information: Keying Module Name: AuthIP Authentication Method: SSL Role:  %17 Impersonation State: %18 Main Mode Filter ID: %19 Extended Mode Local Endpoint: Principal Name:  %21 Certificate SHA Thumbprint: %22 Certificate Issuing CA: %23 Certificate Root CA: %24 Extended Mode Remote Endpoint: Principal Name:  %25 Certificate SHA Thumbprint: %26 Certificate Issuing CA: %27 Certificate Root CA: %28 Extended Mode Additional Information: Authentication Method: SSL Impersonation State: %29 Quick Mode Filter ID: %30 ,4982,"['IPsec Main Mode and Extended Mode security associations were established.', 'Local Endpoint:', 'Principal Name:  %1', 'Network Address: ', 'Keying Module Port: %9', 'Local Certificate:', 'SHA Thumbprint: %2', 'Issuing CA:  %3', 'Root CA:  %4', 'Remote Endpoint:', 'Principal Name:  %5', 'Network Address: %11', 'Keying Module Port: %12', 'Remote Certificate:', 'SHA Thumbprint: %6', 'Issuing CA:  %7', 'Root CA:  %8', 'Cryptographic Information:', 'Cipher Algorithm: %12', 'Integrity Algorithm: %13', 'Diffie-Hellman Group: %14', 'Security Association Information:', 'Lifetime (minutes): %15', 'Quick Mode Limit: %16', 'Main Mode SA ID: %20', 'Additional Information:', 'Keying Module Name: AuthIP', 'Authentication Method: SSL', 'Role:  %17', 'Impersonation State: %18', 'Main Mode Filter ID: %19', 'Extended Mode Local Endpoint:', 'Principal Name:  %21', 'Certificate SHA Thumbprint: %22', 'Certificate Issuing CA: %23', 'Certificate Root CA: %24', 'Extended Mode Remote Endpoint:', 'Principal Name:  %25', 'Certificate SHA Thumbprint: %26', 'Certificate Issuing CA: %27', 'Certificate Root CA: %28', 'Extended Mode Additional Information:', 'Authentication Method: SSL', 'Impersonation State: %29', 'Quick Mode Filter ID: %30']"
